,model,method,ngram_range,min_df,max_df,max_feature,features_limit,train_acc,test_acc,f1_train,f1_test,gap_percent,comments
170,RandomForestClassifier,TFIDF,"(1, 3)",1,0.99,5000,5000,0.8648,0.8487,0.8619,0.8454,1.66,"ngram=(1, 3), min_df=1, max_df=0.99"
171,RandomForestClassifier,TFIDF,"(1, 3)",5,0.9,5000,5000,0.8661,0.8503,0.8612,0.8447,1.65,"ngram=(1, 3), min_df=5, max_df=0.9"
172,RandomForestClassifier,TFIDF,"(1, 3)",5,0.95,5000,5000,0.8675,0.8514,0.864,0.8472,1.67,"ngram=(1, 3), min_df=5, max_df=0.95"
173,RandomForestClassifier,TFIDF,"(1, 3)",5,0.99,5000,5000,0.8644,0.8483,0.8583,0.8414,1.69,"ngram=(1, 3), min_df=5, max_df=0.99"
174,RandomForestClassifier,TFIDF,"(1, 3)",10,0.9,4666,5000,0.8642,0.8446,0.8584,0.8382,2.03,"ngram=(1, 3), min_df=10, max_df=0.9"
175,RandomForestClassifier,TFIDF,"(1, 3)",10,0.95,4666,5000,0.8706,0.854,0.8691,0.8523,1.68,"ngram=(1, 3), min_df=10, max_df=0.95"
176,RandomForestClassifier,TFIDF,"(1, 3)",10,0.99,4666,5000,0.8657,0.8493,0.8607,0.8435,1.71,"ngram=(1, 3), min_df=10, max_df=0.99"
177,RandomForestClassifier,TFIDF,"(1, 3)",20,0.9,2482,5000,0.8566,0.8419,0.8547,0.8397,1.5,"ngram=(1, 3), min_df=20, max_df=0.9"
178,RandomForestClassifier,TFIDF,"(1, 3)",20,0.95,2482,5000,0.858,0.8423,0.864,0.8496,1.43,"ngram=(1, 3), min_df=20, max_df=0.95"
179,RandomForestClassifier,TFIDF,"(1, 3)",20,0.99,2482,5000,0.8605,0.8474,0.8613,0.8488,1.25,"ngram=(1, 3), min_df=20, max_df=0.99"
180,RandomForestClassifier,TFIDF,"(2, 2)",1,0.9,5000,5000,0.6274,0.6182,0.4007,0.3859,1.49,"ngram=(2, 2), min_df=1, max_df=0.9"
181,RandomForestClassifier,TFIDF,"(2, 2)",1,0.95,5000,5000,0.627,0.6197,0.4024,0.3925,0.99,"ngram=(2, 2), min_df=1, max_df=0.95"
182,RandomForestClassifier,TFIDF,"(2, 2)",1,0.99,5000,5000,0.6285,0.6204,0.4041,0.3935,1.05,"ngram=(2, 2), min_df=1, max_df=0.99"
183,RandomForestClassifier,TFIDF,"(2, 2)",5,0.9,4132,5000,0.6235,0.6163,0.3915,0.3794,1.2,"ngram=(2, 2), min_df=5, max_df=0.9"
184,RandomForestClassifier,TFIDF,"(2, 2)",5,0.95,4132,5000,0.6257,0.6181,0.3979,0.3861,1.18,"ngram=(2, 2), min_df=5, max_df=0.95"
185,RandomForestClassifier,TFIDF,"(2, 2)",5,0.99,4132,5000,0.6254,0.619,0.3986,0.3915,0.71,"ngram=(2, 2), min_df=5, max_df=0.99"
186,RandomForestClassifier,TFIDF,"(2, 2)",10,0.9,1353,5000,0.6163,0.6099,0.3742,0.3621,1.21,"ngram=(2, 2), min_df=10, max_df=0.9"
187,RandomForestClassifier,TFIDF,"(2, 2)",10,0.95,1353,5000,0.6174,0.6108,0.3782,0.3665,1.17,"ngram=(2, 2), min_df=10, max_df=0.95"
188,RandomForestClassifier,TFIDF,"(2, 2)",10,0.99,1353,5000,0.615,0.6078,0.3704,0.3581,1.23,"ngram=(2, 2), min_df=10, max_df=0.99"
189,RandomForestClassifier,TFIDF,"(2, 2)",20,0.9,469,5000,0.6022,0.5967,0.3365,0.3276,0.88,"ngram=(2, 2), min_df=20, max_df=0.9"
190,RandomForestClassifier,TFIDF,"(2, 2)",20,0.95,469,5000,0.6057,0.5991,0.3455,0.3341,1.14,"ngram=(2, 2), min_df=20, max_df=0.95"
191,RandomForestClassifier,TFIDF,"(2, 2)",20,0.99,469,5000,0.6039,0.5988,0.3409,0.333,0.79,"ngram=(2, 2), min_df=20, max_df=0.99"
192,XGBClassifier,TFIDF,"(1, 1)",1,0.9,5000,5000,0.9847,0.9217,0.9843,0.9205,6.39,"ngram=(1, 1), min_df=1, max_df=0.9"
193,XGBClassifier,TFIDF,"(1, 1)",1,0.95,5000,5000,0.9847,0.9217,0.9843,0.9205,6.39,"ngram=(1, 1), min_df=1, max_df=0.95"
194,XGBClassifier,TFIDF,"(1, 1)",1,0.99,5000,5000,0.9847,0.9217,0.9843,0.9205,6.39,"ngram=(1, 1), min_df=1, max_df=0.99"
195,XGBClassifier,TFIDF,"(1, 1)",5,0.9,4888,5000,0.9851,0.924,0.9847,0.9228,6.2,"ngram=(1, 1), min_df=5, max_df=0.9"
196,XGBClassifier,TFIDF,"(1, 1)",5,0.95,4888,5000,0.9851,0.924,0.9847,0.9228,6.2,"ngram=(1, 1), min_df=5, max_df=0.95"
197,XGBClassifier,TFIDF,"(1, 1)",5,0.99,4888,5000,0.9851,0.924,0.9847,0.9228,6.2,"ngram=(1, 1), min_df=5, max_df=0.99"
198,XGBClassifier,TFIDF,"(1, 1)",10,0.9,3185,5000,0.9879,0.9237,0.9875,0.9223,6.53,"ngram=(1, 1), min_df=10, max_df=0.9"
199,XGBClassifier,TFIDF,"(1, 1)",10,0.95,3185,5000,0.9879,0.9237,0.9875,0.9223,6.53,"ngram=(1, 1), min_df=10, max_df=0.95"
200,XGBClassifier,TFIDF,"(1, 1)",10,0.99,3185,5000,0.9879,0.9237,0.9875,0.9223,6.53,"ngram=(1, 1), min_df=10, max_df=0.99"
201,XGBClassifier,TFIDF,"(1, 1)",20,0.9,1987,5000,0.9865,0.9233,0.9861,0.9219,6.42,"ngram=(1, 1), min_df=20, max_df=0.9"
202,XGBClassifier,TFIDF,"(1, 1)",20,0.95,1987,5000,0.9865,0.9233,0.9861,0.9219,6.42,"ngram=(1, 1), min_df=20, max_df=0.95"
203,XGBClassifier,TFIDF,"(1, 1)",20,0.99,1987,5000,0.9865,0.9233,0.9861,0.9219,6.42,"ngram=(1, 1), min_df=20, max_df=0.99"
204,XGBClassifier,TFIDF,"(1, 2)",1,0.9,5000,5000,0.9884,0.9236,0.988,0.9222,6.59,"ngram=(1, 2), min_df=1, max_df=0.9"
205,XGBClassifier,TFIDF,"(1, 2)",1,0.95,5000,5000,0.9884,0.9236,0.988,0.9222,6.59,"ngram=(1, 2), min_df=1, max_df=0.95"
206,XGBClassifier,TFIDF,"(1, 2)",1,0.99,5000,5000,0.9884,0.9236,0.988,0.9222,6.59,"ngram=(1, 2), min_df=1, max_df=0.99"
207,XGBClassifier,TFIDF,"(1, 2)",5,0.9,5000,5000,0.9884,0.9244,0.9881,0.9233,6.48,"ngram=(1, 2), min_df=5, max_df=0.9"
208,XGBClassifier,TFIDF,"(1, 2)",5,0.95,5000,5000,0.9884,0.9244,0.9881,0.9233,6.48,"ngram=(1, 2), min_df=5, max_df=0.95"
209,XGBClassifier,TFIDF,"(1, 2)",5,0.99,5000,5000,0.9884,0.9244,0.9881,0.9233,6.48,"ngram=(1, 2), min_df=5, max_df=0.99"
210,XGBClassifier,TFIDF,"(1, 2)",10,0.9,4538,5000,0.9882,0.9262,0.9879,0.9251,6.28,"ngram=(1, 2), min_df=10, max_df=0.9"
211,XGBClassifier,TFIDF,"(1, 2)",10,0.95,4538,5000,0.9882,0.9262,0.9879,0.9251,6.28,"ngram=(1, 2), min_df=10, max_df=0.95"
212,XGBClassifier,TFIDF,"(1, 2)",10,0.99,4538,5000,0.9882,0.9262,0.9879,0.9251,6.28,"ngram=(1, 2), min_df=10, max_df=0.99"
213,XGBClassifier,TFIDF,"(1, 2)",20,0.9,2456,5000,0.9875,0.9224,0.9872,0.9209,6.62,"ngram=(1, 2), min_df=20, max_df=0.9"
214,XGBClassifier,TFIDF,"(1, 2)",20,0.95,2456,5000,0.9875,0.9224,0.9872,0.9209,6.62,"ngram=(1, 2), min_df=20, max_df=0.95"
215,XGBClassifier,TFIDF,"(1, 2)",20,0.99,2456,5000,0.9875,0.9224,0.9872,0.9209,6.62,"ngram=(1, 2), min_df=20, max_df=0.99"
216,XGBClassifier,TFIDF,"(1, 3)",1,0.9,5000,5000,0.9884,0.9222,0.9881,0.9209,6.72,"ngram=(1, 3), min_df=1, max_df=0.9"
217,XGBClassifier,TFIDF,"(1, 3)",1,0.95,5000,5000,0.9884,0.9222,0.9881,0.9209,6.72,"ngram=(1, 3), min_df=1, max_df=0.95"
218,XGBClassifier,TFIDF,"(1, 3)",1,0.99,5000,5000,0.9884,0.9222,0.9881,0.9209,6.72,"ngram=(1, 3), min_df=1, max_df=0.99"
219,XGBClassifier,TFIDF,"(1, 3)",5,0.9,5000,5000,0.9881,0.9247,0.9878,0.9235,6.44,"ngram=(1, 3), min_df=5, max_df=0.9"
220,XGBClassifier,TFIDF,"(1, 3)",5,0.95,5000,5000,0.9881,0.9247,0.9878,0.9235,6.44,"ngram=(1, 3), min_df=5, max_df=0.95"
221,XGBClassifier,TFIDF,"(1, 3)",5,0.99,5000,5000,0.9881,0.9247,0.9878,0.9235,6.44,"ngram=(1, 3), min_df=5, max_df=0.99"
222,XGBClassifier,TFIDF,"(1, 3)",10,0.9,4666,5000,0.9882,0.9228,0.9879,0.9217,6.63,"ngram=(1, 3), min_df=10, max_df=0.9"
223,XGBClassifier,TFIDF,"(1, 3)",10,0.95,4666,5000,0.9882,0.9228,0.9879,0.9217,6.63,"ngram=(1, 3), min_df=10, max_df=0.95"
224,XGBClassifier,TFIDF,"(1, 3)",10,0.99,4666,5000,0.9882,0.9228,0.9879,0.9217,6.63,"ngram=(1, 3), min_df=10, max_df=0.99"
225,XGBClassifier,TFIDF,"(1, 3)",20,0.9,2482,5000,0.9872,0.9252,0.9868,0.9239,6.29,"ngram=(1, 3), min_df=20, max_df=0.9"
226,XGBClassifier,TFIDF,"(1, 3)",20,0.95,2482,5000,0.9872,0.9252,0.9868,0.9239,6.29,"ngram=(1, 3), min_df=20, max_df=0.95"
227,XGBClassifier,TFIDF,"(1, 3)",20,0.99,2482,5000,0.9872,0.9252,0.9868,0.9239,6.29,"ngram=(1, 3), min_df=20, max_df=0.99"
228,XGBClassifier,TFIDF,"(2, 2)",1,0.9,5000,5000,0.84,0.7784,0.855,0.8046,5.04,"ngram=(2, 2), min_df=1, max_df=0.9"
229,XGBClassifier,TFIDF,"(2, 2)",1,0.95,5000,5000,0.84,0.7784,0.855,0.8046,5.04,"ngram=(2, 2), min_df=1, max_df=0.95"
230,XGBClassifier,TFIDF,"(2, 2)",1,0.99,5000,5000,0.84,0.7784,0.855,0.8046,5.04,"ngram=(2, 2), min_df=1, max_df=0.99"
231,XGBClassifier,TFIDF,"(2, 2)",5,0.9,4132,5000,0.8391,0.7815,0.8541,0.8071,4.69,"ngram=(2, 2), min_df=5, max_df=0.9"
232,XGBClassifier,TFIDF,"(2, 2)",5,0.95,4132,5000,0.8391,0.7815,0.8541,0.8071,4.69,"ngram=(2, 2), min_df=5, max_df=0.95"
233,XGBClassifier,TFIDF,"(2, 2)",5,0.99,4132,5000,0.8391,0.7815,0.8541,0.8071,4.69,"ngram=(2, 2), min_df=5, max_df=0.99"
234,XGBClassifier,TFIDF,"(2, 2)",10,0.9,1353,5000,0.7933,0.7562,0.8183,0.7892,2.91,"ngram=(2, 2), min_df=10, max_df=0.9"
235,XGBClassifier,TFIDF,"(2, 2)",10,0.95,1353,5000,0.7933,0.7562,0.8183,0.7892,2.91,"ngram=(2, 2), min_df=10, max_df=0.95"
236,XGBClassifier,TFIDF,"(2, 2)",10,0.99,1353,5000,0.7933,0.7562,0.8183,0.7892,2.91,"ngram=(2, 2), min_df=10, max_df=0.99"
237,XGBClassifier,TFIDF,"(2, 2)",20,0.9,469,5000,0.7166,0.6878,0.7651,0.7434,2.17,"ngram=(2, 2), min_df=20, max_df=0.9"
238,XGBClassifier,TFIDF,"(2, 2)",20,0.95,469,5000,0.7166,0.6878,0.7651,0.7434,2.17,"ngram=(2, 2), min_df=20, max_df=0.95"
239,XGBClassifier,TFIDF,"(2, 2)",20,0.99,469,5000,0.7166,0.6878,0.7651,0.7434,2.17,"ngram=(2, 2), min_df=20, max_df=0.99"
