,model,method,ngram_range,min_df,max_df,max_feature,features_limit,train_acc,test_acc,f1_train,f1_test,gap_percent,comments
152,RandomForestClassifier,countVectorizer,"(1, 1)",10,0.99,3185,5000,0.8633,0.8477,0.8667,0.8518,1.49,"ngram=(1, 1), min_df=10, max_df=0.99"
153,RandomForestClassifier,countVectorizer,"(1, 1)",20,0.9,1987,5000,0.8524,0.8382,0.8596,0.8467,1.29,"ngram=(1, 1), min_df=20, max_df=0.9"
154,RandomForestClassifier,countVectorizer,"(1, 1)",20,0.95,1987,5000,0.85,0.8363,0.8575,0.8452,1.23,"ngram=(1, 1), min_df=20, max_df=0.95"
155,RandomForestClassifier,countVectorizer,"(1, 1)",20,0.99,1987,5000,0.8543,0.8413,0.8609,0.8487,1.21,"ngram=(1, 1), min_df=20, max_df=0.99"
156,RandomForestClassifier,countVectorizer,"(1, 2)",1,0.9,5000,5000,0.8752,0.858,0.8757,0.8585,1.72,"ngram=(1, 2), min_df=1, max_df=0.9"
157,RandomForestClassifier,countVectorizer,"(1, 2)",1,0.95,5000,5000,0.8572,0.8462,0.8519,0.8406,1.13,"ngram=(1, 2), min_df=1, max_df=0.95"
158,RandomForestClassifier,countVectorizer,"(1, 2)",1,0.99,5000,5000,0.8657,0.8528,0.8637,0.8502,1.35,"ngram=(1, 2), min_df=1, max_df=0.99"
159,RandomForestClassifier,countVectorizer,"(1, 2)",5,0.9,5000,5000,0.8699,0.8561,0.8706,0.8569,1.38,"ngram=(1, 2), min_df=5, max_df=0.9"
160,RandomForestClassifier,countVectorizer,"(1, 2)",5,0.95,5000,5000,0.8577,0.8458,0.8533,0.8409,1.24,"ngram=(1, 2), min_df=5, max_df=0.95"
161,RandomForestClassifier,countVectorizer,"(1, 2)",5,0.99,5000,5000,0.8708,0.8558,0.8728,0.8578,1.5,"ngram=(1, 2), min_df=5, max_df=0.99"
162,RandomForestClassifier,countVectorizer,"(1, 2)",10,0.9,4538,5000,0.8683,0.8569,0.8697,0.8586,1.11,"ngram=(1, 2), min_df=10, max_df=0.9"
163,RandomForestClassifier,countVectorizer,"(1, 2)",10,0.95,4538,5000,0.8653,0.8486,0.8687,0.8524,1.63,"ngram=(1, 2), min_df=10, max_df=0.95"
164,RandomForestClassifier,countVectorizer,"(1, 2)",10,0.99,4538,5000,0.853,0.8388,0.8483,0.8331,1.52,"ngram=(1, 2), min_df=10, max_df=0.99"
165,RandomForestClassifier,countVectorizer,"(1, 2)",20,0.9,2456,5000,0.8478,0.8342,0.8559,0.8438,1.21,"ngram=(1, 2), min_df=20, max_df=0.9"
166,RandomForestClassifier,countVectorizer,"(1, 2)",20,0.95,2456,5000,0.8595,0.8432,0.8639,0.8487,1.52,"ngram=(1, 2), min_df=20, max_df=0.95"
167,RandomForestClassifier,countVectorizer,"(1, 2)",20,0.99,2456,5000,0.8543,0.8407,0.8599,0.8468,1.3,"ngram=(1, 2), min_df=20, max_df=0.99"
168,RandomForestClassifier,countVectorizer,"(1, 3)",1,0.9,5000,5000,0.8664,0.8515,0.8625,0.8468,1.57,"ngram=(1, 3), min_df=1, max_df=0.9"
169,RandomForestClassifier,countVectorizer,"(1, 3)",1,0.95,5000,5000,0.8661,0.8544,0.8695,0.8582,1.13,"ngram=(1, 3), min_df=1, max_df=0.95"
170,RandomForestClassifier,countVectorizer,"(1, 3)",1,0.99,5000,5000,0.8706,0.8571,0.8727,0.8593,1.35,"ngram=(1, 3), min_df=1, max_df=0.99"
171,RandomForestClassifier,countVectorizer,"(1, 3)",5,0.9,5000,5000,0.86,0.848,0.8552,0.8426,1.26,"ngram=(1, 3), min_df=5, max_df=0.9"
172,RandomForestClassifier,countVectorizer,"(1, 3)",5,0.95,5000,5000,0.8666,0.8536,0.8645,0.851,1.35,"ngram=(1, 3), min_df=5, max_df=0.95"
173,RandomForestClassifier,countVectorizer,"(1, 3)",5,0.99,5000,5000,0.869,0.8577,0.8709,0.8598,1.11,"ngram=(1, 3), min_df=5, max_df=0.99"
174,RandomForestClassifier,countVectorizer,"(1, 3)",10,0.9,4666,5000,0.8645,0.8486,0.8685,0.8531,1.54,"ngram=(1, 3), min_df=10, max_df=0.9"
175,RandomForestClassifier,countVectorizer,"(1, 3)",10,0.95,4666,5000,0.8575,0.8432,0.8539,0.8389,1.49,"ngram=(1, 3), min_df=10, max_df=0.95"
176,RandomForestClassifier,countVectorizer,"(1, 3)",10,0.99,4666,5000,0.8678,0.8524,0.8708,0.8556,1.52,"ngram=(1, 3), min_df=10, max_df=0.99"
177,RandomForestClassifier,countVectorizer,"(1, 3)",20,0.9,2482,5000,0.8524,0.8364,0.859,0.8446,1.44,"ngram=(1, 3), min_df=20, max_df=0.9"
178,RandomForestClassifier,countVectorizer,"(1, 3)",20,0.95,2482,5000,0.852,0.838,0.8596,0.8472,1.24,"ngram=(1, 3), min_df=20, max_df=0.95"
179,RandomForestClassifier,countVectorizer,"(1, 3)",20,0.99,2482,5000,0.8549,0.8367,0.8606,0.8438,1.68,"ngram=(1, 3), min_df=20, max_df=0.99"
180,RandomForestClassifier,countVectorizer,"(2, 2)",1,0.9,5000,5000,0.6244,0.6177,0.3939,0.3841,0.98,"ngram=(2, 2), min_df=1, max_df=0.9"
181,RandomForestClassifier,countVectorizer,"(2, 2)",1,0.95,5000,5000,0.6236,0.615,0.3921,0.3769,1.52,"ngram=(2, 2), min_df=1, max_df=0.95"
182,RandomForestClassifier,countVectorizer,"(2, 2)",1,0.99,5000,5000,0.6298,0.6226,0.4079,0.3975,1.04,"ngram=(2, 2), min_df=1, max_df=0.99"
183,RandomForestClassifier,countVectorizer,"(2, 2)",5,0.9,4132,5000,0.6254,0.6182,0.3963,0.3838,1.25,"ngram=(2, 2), min_df=5, max_df=0.9"
184,RandomForestClassifier,countVectorizer,"(2, 2)",5,0.95,4132,5000,0.6243,0.6165,0.3946,0.3819,1.27,"ngram=(2, 2), min_df=5, max_df=0.95"
185,RandomForestClassifier,countVectorizer,"(2, 2)",5,0.99,4132,5000,0.624,0.6168,0.3932,0.3806,1.26,"ngram=(2, 2), min_df=5, max_df=0.99"
186,RandomForestClassifier,countVectorizer,"(2, 2)",10,0.9,1353,5000,0.6146,0.6057,0.3701,0.3544,1.57,"ngram=(2, 2), min_df=10, max_df=0.9"
187,RandomForestClassifier,countVectorizer,"(2, 2)",10,0.95,1353,5000,0.6137,0.6065,0.3666,0.353,1.36,"ngram=(2, 2), min_df=10, max_df=0.95"
188,RandomForestClassifier,countVectorizer,"(2, 2)",10,0.99,1353,5000,0.615,0.6081,0.3707,0.3589,1.18,"ngram=(2, 2), min_df=10, max_df=0.99"
189,RandomForestClassifier,countVectorizer,"(2, 2)",20,0.9,469,5000,0.6044,0.5967,0.3411,0.3267,1.44,"ngram=(2, 2), min_df=20, max_df=0.9"
190,RandomForestClassifier,countVectorizer,"(2, 2)",20,0.95,469,5000,0.6055,0.5994,0.346,0.3362,0.97,"ngram=(2, 2), min_df=20, max_df=0.95"
191,RandomForestClassifier,countVectorizer,"(2, 2)",20,0.99,469,5000,0.6033,0.5985,0.3387,0.3312,0.75,"ngram=(2, 2), min_df=20, max_df=0.99"
192,XGBClassifier,countVectorizer,"(1, 1)",1,0.9,5000,5000,0.9655,0.9224,0.9648,0.9215,4.34,"ngram=(1, 1), min_df=1, max_df=0.9"
193,XGBClassifier,countVectorizer,"(1, 1)",1,0.95,5000,5000,0.9655,0.9224,0.9648,0.9215,4.34,"ngram=(1, 1), min_df=1, max_df=0.95"
194,XGBClassifier,countVectorizer,"(1, 1)",1,0.99,5000,5000,0.9655,0.9224,0.9648,0.9215,4.34,"ngram=(1, 1), min_df=1, max_df=0.99"
195,XGBClassifier,countVectorizer,"(1, 1)",5,0.9,4888,5000,0.9655,0.9224,0.9648,0.9215,4.34,"ngram=(1, 1), min_df=5, max_df=0.9"
196,XGBClassifier,countVectorizer,"(1, 1)",5,0.95,4888,5000,0.9655,0.9224,0.9648,0.9215,4.34,"ngram=(1, 1), min_df=5, max_df=0.95"
197,XGBClassifier,countVectorizer,"(1, 1)",5,0.99,4888,5000,0.9655,0.9224,0.9648,0.9215,4.34,"ngram=(1, 1), min_df=5, max_df=0.99"
198,XGBClassifier,countVectorizer,"(1, 1)",10,0.9,3185,5000,0.9651,0.9217,0.9645,0.9207,4.37,"ngram=(1, 1), min_df=10, max_df=0.9"
199,XGBClassifier,countVectorizer,"(1, 1)",10,0.95,3185,5000,0.9651,0.9217,0.9645,0.9207,4.37,"ngram=(1, 1), min_df=10, max_df=0.95"
200,XGBClassifier,countVectorizer,"(1, 1)",10,0.99,3185,5000,0.9651,0.9217,0.9645,0.9207,4.37,"ngram=(1, 1), min_df=10, max_df=0.99"
201,XGBClassifier,countVectorizer,"(1, 1)",20,0.9,1987,5000,0.9611,0.922,0.9604,0.9209,3.95,"ngram=(1, 1), min_df=20, max_df=0.9"
202,XGBClassifier,countVectorizer,"(1, 1)",20,0.95,1987,5000,0.9611,0.922,0.9604,0.9209,3.95,"ngram=(1, 1), min_df=20, max_df=0.95"
203,XGBClassifier,countVectorizer,"(1, 1)",20,0.99,1987,5000,0.9611,0.922,0.9604,0.9209,3.95,"ngram=(1, 1), min_df=20, max_df=0.99"
204,XGBClassifier,countVectorizer,"(1, 2)",1,0.9,5000,5000,0.9658,0.9246,0.9652,0.9237,4.14,"ngram=(1, 2), min_df=1, max_df=0.9"
205,XGBClassifier,countVectorizer,"(1, 2)",1,0.95,5000,5000,0.9658,0.9246,0.9652,0.9237,4.14,"ngram=(1, 2), min_df=1, max_df=0.95"
206,XGBClassifier,countVectorizer,"(1, 2)",1,0.99,5000,5000,0.9658,0.9246,0.9652,0.9237,4.14,"ngram=(1, 2), min_df=1, max_df=0.99"
207,XGBClassifier,countVectorizer,"(1, 2)",5,0.9,5000,5000,0.9661,0.9262,0.9654,0.9253,4.02,"ngram=(1, 2), min_df=5, max_df=0.9"
208,XGBClassifier,countVectorizer,"(1, 2)",5,0.95,5000,5000,0.9661,0.9262,0.9654,0.9253,4.02,"ngram=(1, 2), min_df=5, max_df=0.95"
209,XGBClassifier,countVectorizer,"(1, 2)",5,0.99,5000,5000,0.9661,0.9262,0.9654,0.9253,4.02,"ngram=(1, 2), min_df=5, max_df=0.99"
210,XGBClassifier,countVectorizer,"(1, 2)",10,0.9,4538,5000,0.9664,0.9231,0.9657,0.9223,4.34,"ngram=(1, 2), min_df=10, max_df=0.9"
211,XGBClassifier,countVectorizer,"(1, 2)",10,0.95,4538,5000,0.9664,0.9231,0.9657,0.9223,4.34,"ngram=(1, 2), min_df=10, max_df=0.95"
212,XGBClassifier,countVectorizer,"(1, 2)",10,0.99,4538,5000,0.9664,0.9231,0.9657,0.9223,4.34,"ngram=(1, 2), min_df=10, max_df=0.99"
213,XGBClassifier,countVectorizer,"(1, 2)",20,0.9,2456,5000,0.9625,0.9225,0.9618,0.9215,4.03,"ngram=(1, 2), min_df=20, max_df=0.9"
214,XGBClassifier,countVectorizer,"(1, 2)",20,0.95,2456,5000,0.9625,0.9225,0.9618,0.9215,4.03,"ngram=(1, 2), min_df=20, max_df=0.95"
215,XGBClassifier,countVectorizer,"(1, 2)",20,0.99,2456,5000,0.9625,0.9225,0.9618,0.9215,4.03,"ngram=(1, 2), min_df=20, max_df=0.99"
216,XGBClassifier,countVectorizer,"(1, 3)",1,0.9,5000,5000,0.9655,0.9253,0.9648,0.9245,4.03,"ngram=(1, 3), min_df=1, max_df=0.9"
217,XGBClassifier,countVectorizer,"(1, 3)",1,0.95,5000,5000,0.9655,0.9253,0.9648,0.9245,4.03,"ngram=(1, 3), min_df=1, max_df=0.95"
218,XGBClassifier,countVectorizer,"(1, 3)",1,0.99,5000,5000,0.9655,0.9253,0.9648,0.9245,4.03,"ngram=(1, 3), min_df=1, max_df=0.99"
219,XGBClassifier,countVectorizer,"(1, 3)",5,0.9,5000,5000,0.9662,0.9255,0.9656,0.9247,4.09,"ngram=(1, 3), min_df=5, max_df=0.9"
220,XGBClassifier,countVectorizer,"(1, 3)",5,0.95,5000,5000,0.9662,0.9255,0.9656,0.9247,4.09,"ngram=(1, 3), min_df=5, max_df=0.95"
221,XGBClassifier,countVectorizer,"(1, 3)",5,0.99,5000,5000,0.9662,0.9255,0.9656,0.9247,4.09,"ngram=(1, 3), min_df=5, max_df=0.99"
222,XGBClassifier,countVectorizer,"(1, 3)",10,0.9,4666,5000,0.9664,0.9255,0.9657,0.9246,4.11,"ngram=(1, 3), min_df=10, max_df=0.9"
223,XGBClassifier,countVectorizer,"(1, 3)",10,0.95,4666,5000,0.9664,0.9255,0.9657,0.9246,4.11,"ngram=(1, 3), min_df=10, max_df=0.95"
224,XGBClassifier,countVectorizer,"(1, 3)",10,0.99,4666,5000,0.9664,0.9255,0.9657,0.9246,4.11,"ngram=(1, 3), min_df=10, max_df=0.99"
225,XGBClassifier,countVectorizer,"(1, 3)",20,0.9,2482,5000,0.9625,0.9221,0.9618,0.9212,4.05,"ngram=(1, 3), min_df=20, max_df=0.9"
226,XGBClassifier,countVectorizer,"(1, 3)",20,0.95,2482,5000,0.9625,0.9221,0.9618,0.9212,4.05,"ngram=(1, 3), min_df=20, max_df=0.95"
227,XGBClassifier,countVectorizer,"(1, 3)",20,0.99,2482,5000,0.9625,0.9221,0.9618,0.9212,4.05,"ngram=(1, 3), min_df=20, max_df=0.99"
228,XGBClassifier,countVectorizer,"(2, 2)",1,0.9,5000,5000,0.8314,0.7909,0.8463,0.8138,3.25,"ngram=(2, 2), min_df=1, max_df=0.9"
229,XGBClassifier,countVectorizer,"(2, 2)",1,0.95,5000,5000,0.8314,0.7909,0.8463,0.8138,3.25,"ngram=(2, 2), min_df=1, max_df=0.95"
230,XGBClassifier,countVectorizer,"(2, 2)",1,0.99,5000,5000,0.8314,0.7909,0.8463,0.8138,3.25,"ngram=(2, 2), min_df=1, max_df=0.99"
231,XGBClassifier,countVectorizer,"(2, 2)",5,0.9,4132,5000,0.8314,0.7909,0.8463,0.8138,3.25,"ngram=(2, 2), min_df=5, max_df=0.9"
232,XGBClassifier,countVectorizer,"(2, 2)",5,0.95,4132,5000,0.8314,0.7909,0.8463,0.8138,3.25,"ngram=(2, 2), min_df=5, max_df=0.95"
233,XGBClassifier,countVectorizer,"(2, 2)",5,0.99,4132,5000,0.8314,0.7909,0.8463,0.8138,3.25,"ngram=(2, 2), min_df=5, max_df=0.99"
234,XGBClassifier,countVectorizer,"(2, 2)",10,0.9,1353,5000,0.7854,0.7581,0.8111,0.7906,2.05,"ngram=(2, 2), min_df=10, max_df=0.9"
235,XGBClassifier,countVectorizer,"(2, 2)",10,0.95,1353,5000,0.7854,0.7581,0.8111,0.7906,2.05,"ngram=(2, 2), min_df=10, max_df=0.95"
236,XGBClassifier,countVectorizer,"(2, 2)",10,0.99,1353,5000,0.7854,0.7581,0.8111,0.7906,2.05,"ngram=(2, 2), min_df=10, max_df=0.99"
237,XGBClassifier,countVectorizer,"(2, 2)",20,0.9,469,5000,0.7088,0.6931,0.7575,0.747,1.05,"ngram=(2, 2), min_df=20, max_df=0.9"
238,XGBClassifier,countVectorizer,"(2, 2)",20,0.95,469,5000,0.7088,0.6931,0.7575,0.747,1.05,"ngram=(2, 2), min_df=20, max_df=0.95"
239,XGBClassifier,countVectorizer,"(2, 2)",20,0.99,469,5000,0.7088,0.6931,0.7575,0.747,1.05,"ngram=(2, 2), min_df=20, max_df=0.99"
