,model,ngram_range,min_df,max_df,features_rec,max_features,test_accuracy,train_f1,test_f1,gap_percent,comments
158,XGBClassifier,"(1, 2)",10,0.99,4538,10000,0.9231219797920632,0.9656974357060206,0.9222797927461139,4.34,"ngram=(1, 2), min_df=10, max_df=0.99"
159,XGBClassifier,"(1, 2)",20,0.9,2456,10000,0.9225362424952409,0.9618223846096488,0.9214784028499332,4.03,"ngram=(1, 2), min_df=20, max_df=0.9"
160,XGBClassifier,"(1, 2)",20,0.95,2456,10000,0.9225362424952409,0.9618223846096488,0.9214784028499332,4.03,"ngram=(1, 2), min_df=20, max_df=0.95"
161,XGBClassifier,"(1, 2)",20,0.99,2456,10000,0.9225362424952409,0.9618223846096488,0.9214784028499332,4.03,"ngram=(1, 2), min_df=20, max_df=0.99"
162,XGBClassifier,"(1, 3)",1,0.9,10000,10000,0.9264899692487919,0.9657385981936254,0.9257176679490974,4.0,"ngram=(1, 3), min_df=1, max_df=0.9"
163,XGBClassifier,"(1, 3)",1,0.95,10000,10000,0.9264899692487919,0.9657385981936254,0.9257176679490974,4.0,"ngram=(1, 3), min_df=1, max_df=0.95"
164,XGBClassifier,"(1, 3)",1,0.99,10000,10000,0.9264899692487919,0.9657385981936254,0.9257176679490974,4.0,"ngram=(1, 3), min_df=1, max_df=0.99"
165,XGBClassifier,"(1, 3)",10,0.9,4666,10000,0.9254649289793527,0.9657127933440287,0.9246037624055695,4.11,"ngram=(1, 3), min_df=10, max_df=0.9"
166,XGBClassifier,"(1, 3)",10,0.95,4666,10000,0.9254649289793527,0.9657127933440287,0.9246037624055695,4.11,"ngram=(1, 3), min_df=10, max_df=0.95"
167,XGBClassifier,"(1, 3)",10,0.99,4666,10000,0.9254649289793527,0.9657127933440287,0.9246037624055695,4.11,"ngram=(1, 3), min_df=10, max_df=0.99"
168,XGBClassifier,"(1, 3)",20,0.9,2482,10000,0.9220969395226241,0.9617751258623904,0.9212318625999407,4.05,"ngram=(1, 3), min_df=20, max_df=0.9"
169,XGBClassifier,"(1, 3)",20,0.95,2482,10000,0.9220969395226241,0.9617751258623904,0.9212318625999407,4.05,"ngram=(1, 3), min_df=20, max_df=0.95"
170,XGBClassifier,"(1, 3)",20,0.99,2482,10000,0.9220969395226241,0.9617751258623904,0.9212318625999407,4.05,"ngram=(1, 3), min_df=20, max_df=0.99"
171,XGBClassifier,"(2, 2)",1,0.9,10000,10000,0.790891785034412,0.8462822053130423,0.8137715179968701,3.25,"ngram=(2, 2), min_df=1, max_df=0.9"
172,XGBClassifier,"(2, 2)",1,0.95,10000,10000,0.790891785034412,0.8462822053130423,0.8137715179968701,3.25,"ngram=(2, 2), min_df=1, max_df=0.95"
173,XGBClassifier,"(2, 2)",1,0.99,10000,10000,0.790891785034412,0.8462822053130423,0.8137715179968701,3.25,"ngram=(2, 2), min_df=1, max_df=0.99"
174,XGBClassifier,"(2, 2)",10,0.9,1353,10000,0.758090496412359,0.8110982211910286,0.7905679513184585,2.05,"ngram=(2, 2), min_df=10, max_df=0.9"
175,XGBClassifier,"(2, 2)",10,0.95,1353,10000,0.758090496412359,0.8110982211910286,0.7905679513184585,2.05,"ngram=(2, 2), min_df=10, max_df=0.95"
176,XGBClassifier,"(2, 2)",10,0.99,1353,10000,0.758090496412359,0.8110982211910286,0.7905679513184585,2.05,"ngram=(2, 2), min_df=10, max_df=0.99"
177,XGBClassifier,"(2, 2)",20,0.9,469,10000,0.6930736564650755,0.7575083086867701,0.7470432054067101,1.05,"ngram=(2, 2), min_df=20, max_df=0.9"
178,XGBClassifier,"(2, 2)",20,0.95,469,10000,0.6930736564650755,0.7575083086867701,0.7470432054067101,1.05,"ngram=(2, 2), min_df=20, max_df=0.95"
179,XGBClassifier,"(2, 2)",20,0.99,469,10000,0.6930736564650755,0.7575083086867701,0.7470432054067101,1.05,"ngram=(2, 2), min_df=20, max_df=0.99"
